# Program:featureCounts v2.1.1; Command:"featureCounts" "-a" "annotations.gtf" "-o" "results/gene_counts.txt" "-T" "4" "results/aligned_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	results/aligned_Aligned.sortedByCoord.out.bam
ENSG00000128159	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	50217689;50217694;50217694;50217694;50217694;50217918;50217918;50217918;50217918;50217918;50218189;50218189;50218189;50218189;50218488;50218488;50218488;50218488;50218488;50218703;50218703;50218703;50218703;50218703;50219068;50219068;50219068;50219068;50219068;50219288;50219288;50219288;50219288;50219288;50219644;50219644;50219644;50219644;50219957;50219957;50219957;50219957;50219957;50220192;50220251;50220251;50221275;50221760;50222028;50222028;50222028;50222028;50222028;50222454;50222454;50222454;50222454;50222454;50222987;50224141;50224141;50224141;50224141;50224141;50224332;50224332;50224332;50224332;50224332;50224332;50224511;50224511;50224511;50224511;50224511;50224511;50225794;50225794;50225794;50225794;50225794;50226050;50226050;50226050;50226050;50226050;50226287;50226287;50226287;50226733;50226733;50226733;50226735;50226999;50226999;50226999;50226999;50227907;50227907;50227907;50227907;50229404;50229404;50229404;50229404;50233316;50233316;50233316;50233316;50240204;50240204;50240204;50240225;50243719;50243719;50243719	50217827;50217827;50217827;50217827;50217827;50218117;50218117;50218117;50218098;50218402;50218402;50218402;50218402;50218370;50218620;50218620;50218620;50218620;50218620;50218897;50218897;50218897;50218897;50218897;50219209;50219209;50219209;50219209;50219209;50219456;50219456;50219456;50219456;50219791;50219791;50219791;50219791;50219791;50220015;50220015;50221874;50220015;50220015;50221874;50221874;50220416;50221874;50221874;50222102;50222102;50222102;50222102;50222102;50222588;50222592;50222592;50222592;50222592;50224256;50224256;50224256;50224256;50224256;50224256;50224420;50224420;50224420;50224420;50224420;50224420;50224592;50224592;50224592;50224592;50224592;50224592;50225943;50225943;50225943;50225943;50225943;50226191;50226189;50226189;50226189;50226189;50226378;50226378;50226378;50226842;50226842;50226842;50226842;50227077;50227077;50227077;50227077;50228028;50228028;50228028;50228028;50229577;50229577;50229577;50229577;50233526;50233526;50233526;50233526;50240367;50240367;50240367;50240360;50245023;50244971;50244992	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7720	0
ENSG00000280007	22	18110759	18131154	-	20396	0
ENSG00000184979	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	18149843;18150170;18150170;18157558;18157558;18157558;18160172;18160172;18160172;18161790;18161790;18161790;18161790;18167255;18167255;18167255;18167255;18167890;18167890;18167890;18167890;18169844;18169844;18169844;18169844;18170753;18170753;18170753;18170965;18171934;18173150;18173150;18173150;18173793;18173793;18173793;18173793;18176772;18176772;18176772;18176772	18150222;18150222;18150222;18157820;18157859;18157820;18160268;18160268;18160268;18161935;18161935;18161935;18161935;18167334;18167334;18167334;18167334;18168036;18168036;18168036;18168036;18169939;18169939;18169939;18169939;18170920;18170920;18170920;18173281;18171981;18173281;18173281;18173281;18173842;18173842;18173842;18173842;18177358;18177397;18177397;18177368	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4409	0
ENSG00000100083	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	37608474;37608725;37608830;37608834;37608834;37608835;37608845;37608935;37608948;37608960;37608977;37609040;37609040;37609060;37609066;37610142;37610577;37612536;37613024;37613024;37613033;37613033;37613119;37613119;37613119;37613970;37614133;37614190;37614190;37614190;37614190;37614190;37614190;37614190;37614190;37614190;37614190;37614190;37614190;37614190;37614190;37614190;37614190;37614194;37614194;37616922;37616922;37616922;37616922;37616922;37616922;37616922;37616922;37616922;37616922;37616922;37616922;37616922;37616922;37616922;37616922;37616922;37618403;37618448;37618448;37618448;37618448;37618448;37618448;37618448;37618448;37618448;37618448;37618448;37618448;37618448;37618448;37618448;37618448;37619800;37619800;37620238;37620238;37620238;37620238;37620238;37620238;37620238;37620238;37620238;37620238;37620238;37620238;37620238;37620813;37620813;37620813;37620813;37620813;37620813;37620813;37620813;37620813;37620813;37620854;37621616;37621616;37621616;37621616;37621616;37621616;37621616;37621616;37621616;37621616;37623327;37623327;37623327;37623327;37623327;37623327;37623327;37623552;37623552;37623552;37623552;37623552;37623552;37623552;37623829;37624969;37624969;37624969;37624969;37625797;37625797;37625797;37625797;37625797;37629462;37629462;37629462;37629462;37629462;37629462;37629998;37629998;37629998;37629998;37629998;37629998;37630668;37630903;37630903;37630903;37630903;37630903;37631996;37631996;37631996;37631996;37631996;37631996;37632405;37632405;37632405;37632405;37632405;37632405;37632601;37632601;37632601;37632601;37632601;37632601	37608903;37608903;37608903;37608903;37608903;37608903;37608903;37608983;37609154;37609154;37609154;37609356;37609356;37609154;37609356;37610486;37610699;37613191;37613191;37613191;37613191;37613191;37613191;37613191;37613191;37614032;37614274;37614274;37614195;37614274;37614274;37614274;37614274;37614274;37614274;37614274;37614274;37614274;37614274;37614274;37614274;37614274;37614274;37614274;37614274;37616997;37616997;37616997;37616997;37616997;37616997;37616997;37616997;37616997;37616997;37616997;37616997;37616997;37618146;37616997;37617048;37616997;37618546;37618546;37618546;37618546;37618515;37618546;37618546;37618546;37618546;37618546;37618546;37618546;37618546;37618546;37618546;37618546;37618546;37620249;37620044;37620361;37620361;37620267;37620361;37620361;37620275;37620332;37620361;37620361;37620361;37620361;37620361;37620361;37620913;37620913;37620913;37620816;37620913;37620913;37620913;37620913;37620913;37620913;37620913;37621696;37621632;37621632;37621696;37621696;37621631;37621696;37621696;37621696;37621696;37623467;37623467;37623467;37623467;37623467;37623467;37623467;37623916;37623633;37623564;37623633;37623633;37623633;37623633;37625076;37625076;37625076;37625076;37625076;37627162;37625949;37625949;37625949;37625949;37629526;37629526;37629526;37629526;37629526;37629526;37630299;37630170;37630170;37630170;37630170;37630170;37631099;37631099;37631099;37631099;37631099;37631099;37632165;37632165;37632165;37632165;37632165;37632165;37632515;37632515;37632515;37632515;37632515;37632515;37632677;37633563;37633564;37633564;37632711;37633564	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9370	0
ENSG00000100393	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	41092510;41092592;41092920;41093005;41108025;41117187;41117187;41117187;41117187;41117187;41117209;41117771;41125852;41125864;41125864;41125864;41125864;41125864;41125864;41127487;41127487;41127487;41127487;41127487;41127487;41129890;41129890;41129890;41129890;41129890;41131388;41131388;41131388;41131388;41131388;41131533;41135813;41135813;41135813;41135813;41135813;41137653;41137653;41137653;41137653;41137653;41140140;41140140;41140140;41140140;41140140;41140140;41141048;41141048;41141048;41141048;41141048;41146553;41146739;41146739;41146739;41146739;41146739;41147837;41147837;41147837;41147837;41147837;41147837;41148819;41149038;41149038;41149038;41149038;41149038;41149761;41149761;41149761;41149761;41149761;41149761;41151833;41151833;41151833;41151833;41151833;41152206;41152206;41152206;41152206;41152206;41154995;41154995;41154995;41154995;41154995;41157169;41157169;41157169;41157169;41157169;41157200;41158412;41158412;41158412;41158412;41158412;41158412;41158468;41160642;41160642;41160642;41160642;41162723;41162723;41162723;41162723;41162727;41164053;41164053;41164053;41164053;41164053;41166599;41166599;41166599;41166599;41166599;41168449;41168449;41168449;41168449;41168449;41168721;41168721;41168721;41168721;41168721;41169283;41169503;41169503;41169503;41169503;41170406;41170406;41170406;41170406;41172499;41172499;41172499;41172499;41173623;41173623;41173623;41173623;41176059;41176247;41176247;41176247;41176247;41176773;41176773;41176773;41176773;41176773	41093098;41093098;41093098;41093098;41108098;41117212;41117821;41117821;41117821;41117821;41117821;41117821;41126040;41126308;41126040;41126040;41126040;41126040;41126040;41127725;41127748;41127748;41127748;41127748;41127748;41130003;41130003;41130003;41130003;41130003;41131633;41131633;41131633;41131633;41131633;41131633;41135906;41135906;41135906;41135906;41135906;41137790;41137790;41137790;41137790;41137790;41140257;41140257;41140257;41140257;41140257;41140257;41141222;41141222;41141222;41141222;41141222;41146816;41146809;41146816;41146816;41146816;41146816;41147890;41147946;41147946;41147946;41147946;41147946;41149175;41149175;41149175;41149175;41149175;41149175;41149891;41150198;41150198;41150198;41150198;41150198;41152012;41152012;41152012;41152012;41152012;41152350;41152350;41152350;41152350;41152350;41155113;41155113;41155113;41155113;41155113;41157408;41157408;41157408;41157408;41157408;41157408;41158604;41158498;41158500;41158500;41158500;41158500;41160419;41160722;41160722;41160722;41160722;41162779;41162779;41162779;41162779;41162779;41164130;41164130;41164130;41164130;41164130;41166666;41166666;41166666;41166666;41166666;41168599;41168599;41168599;41168599;41168599;41168867;41168867;41168867;41168867;41168867;41169329;41169616;41169616;41169616;41169616;41170571;41170571;41170571;41170571;41172663;41172663;41172663;41172663;41173784;41173784;41173784;41173784;41176528;41176528;41176528;41176528;41176528;41176915;41180077;41177057;41180077;41180075	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	11774	0
ENSG00000224277	22;22;22;22;22;22;22;22;22	23567064;23567064;23568052;23568052;23568560;23568560;23572546;23573023;23573465	23567324;23567324;23568097;23568097;23568642;23568642;23572624;23573122;23573507	+;+;+;+;+;+;+;+;+	612	0
ENSG00000215478	22;22;22;22;22;22;22	23359603;23363104;23366278;23368780;23370358;23373595;23376881	23359753;23363172;23366418;23368884;23370462;23373748;23377014	-;-;-;-;-;-;-	859	0
ENSG00000133519	22;22;22;22	23397938;23399584;23401841;23402037	23398106;23400583;23401953;23402157	-;-;-;-	1403	0
ENSG00000290990	22;22;22;22;22;22;22;22;22	22630546;22633473;22633641;22634225;22635046;22635480;22639177;22642692;22644158	22632580;22633849;22633716;22634387;22635174;22635680;22639328;22644473;22644524	-;-;-;-;-;-;-;-;-	4890	0
ENSG00000100055	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	37282027;37282441;37282475;37282487;37282508;37282515;37282525;37282527;37282531;37292144;37292621;37292621;37292621;37292621;37292621;37292621;37292621;37292621;37294660;37294660;37294660;37294660;37294660;37294660;37294660;37294660;37294660;37295999;37295999;37295999;37295999;37295999;37295999;37295999;37295999;37297564;37297564;37297564;37297564;37297564;37297564;37297564;37299226;37299226;37299226;37299226;37299226;37300070;37300153;37300882;37300907;37300907;37300907;37301881;37301935;37303254;37303254;37303254;37304172;37309212;37309212;37309968;37310988;37310988;37310988;37311456;37311456;37311456;37312020;37312020;37313439;37313439;37313439	37282196;37282588;37282588;37282588;37282588;37282588;37282588;37282588;37282588;37292703;37292703;37292703;37292703;37292703;37292703;37292703;37292703;37292703;37294692;37294724;37294724;37294724;37294724;37294724;37294724;37294724;37294724;37296603;37296065;37296065;37296065;37296065;37296065;37296065;37296065;37297682;37297682;37298402;37297682;37297682;37297682;37297682;37299306;37299306;37299306;37299306;37299306;37300173;37300271;37301019;37301019;37301019;37301019;37302019;37302031;37303295;37303402;37303402;37304286;37309323;37309323;37310032;37311064;37311064;37311064;37311527;37312174;37311527;37312174;37312174;37313638;37315341;37315341	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6099	0
